Timestamp,trade-volume
2019-07-02 00:00:00,171482109.072
2019-07-03 00:00:00,240430090.968
2019-07-04 00:00:00,273546634.0104
2019-07-05 00:00:00,130466909.3343
2019-07-06 00:00:00,124193828.6496
2019-07-07 00:00:00,85554897.9616
2019-07-08 00:00:00,67612787.4615
2019-07-09 00:00:00,277905476.8152
2019-07-10 00:00:00,364111378.7824
2019-07-11 00:00:00,507237487.92
2019-07-12 00:00:00,400745298.7161
2019-07-13 00:00:00,223317773.9139
2019-07-14 00:00:00,237143042.963
2019-07-15 00:00:00,163504273.436
2019-07-16 00:00:00,334140371.565
2019-07-17 00:00:00,413796084.0888
2019-07-18 00:00:00,350207291.3724
2019-07-19 00:00:00,400333480.9952
2019-07-20 00:00:00,266367992.225
2019-07-21 00:00:00,231375270.501
2019-07-22 00:00:00,149533508.4911
2019-07-23 00:00:00,207597158.399
2019-07-24 00:00:00,198778566.675
2019-07-25 00:00:00,207985687.0299
2019-07-26 00:00:00,132194259.4601
2019-07-27 00:00:00,122793165.173
2019-07-28 00:00:00,196200932.7257
2019-07-29 00:00:00,93425734.9
2019-07-30 00:00:00,110257993.9584
2019-07-31 00:00:00,115667921.712
2019-08-01 00:00:00,171671948.947
2019-08-02 00:00:00,173753010.8067
2019-08-03 00:00:00,194052551.7015
2019-08-04 00:00:00,142750701.8145
